0.046699,0.073268,0.08245,0.06428,0.087129,0.096697,0.1066,0.13901,0.11169,0.12222,0.12767,0.12222,0.11689,0.12222,0.14493,0.14493,0.13326,0.15104,0.16388,0.12222
-0.023355,-0.010825,0.0080701,-0.010825,0.014426,0.033784,0.040363,0.074663,0.060616,0.060616,0.060616,0.060616,0.053768,0.060616,0.089267,0.12068,0.067577,0.089267,0.10456,0.047021
0.047769,0.071479,0.079465,0.079465,0.1121,0.10381,0.12898,0.14637,0.12048,0.60311,0.15529,0.14637,0.10381,0.14637,0.77826,0.77826,0.14635,0.81148,0.78603,0.15529
0.0035125,0.076278,0.012707,0.0035125,0.012707,0.049872,0.040499,0.059319,0.049872,0.59882,0.69959,0.068854,0.031189,0.69833,0.67995,0.6962,0.72257,0.75426,0.77387,0.77387
0.071703,0.080754,0.034879,0.091331,0.34195,0.45459,0.52623,0.58621,0.077786,0.62514,0.70024,0.066967,0.56322,0.71727,0.74329,0.72237,0.72484,0.77211,0.80907,0.76911
0.007191,0.17438,0.32173,0.065891,0.42947,0.56701,0.63368,0.59185,0.51098,0.71797,0.69349,0.66465,0.58119,0.6705,0.72737,0.75367,0.78283,0.7562,0.78046,0.69695
0.12532,0.027493,0.4439,0.37978,0.45948,0.62589,0.71843,0.58128,0.56438,0.74267,0.73826,0.60694,0.64271,0.72473,0.66449,0.7661,0.8045,0.77872,0.80257,0.76328
0.17038,0.36697,0.39846,0.43151,0.39234,0.63021,0.66248,0.58671,0.61741,0.70229,0.68061,0.6641,0.72843,0.71624,0.72646,0.73622,0.80206,0.77196,0.81221,0.80191
0.14543,0.33094,0.36366,0.31106,0.48103,0.52422,0.68729,0.60031,0.63843,0.68089,0.75632,0.71084,0.7493,0.76487,0.81852,0.66683,0.82713,0.79998,0.78606,0.78032
0.14027,0.22526,0.28477,0.43622,0.59831,0.6112,0.60539,0.58387,0.64928,0.54837,0.66138,0.71913,0.73163,0.69898,0.7314,0.68,0.7789,0.78409,0.74112,0.70223
