0.49345,0.80838,0.95211,0.75146,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211
-0.03152,0.31871,0.57473,0.65628,0.8472,0.79217,0.8493,0.81201,0.87299,0.89209,0.94087,0.94087,0.89209,0.89209,0.94087,0.94087,0.94087,0.94087,0.94087,0.94087,0.94087,0.94087,0.94087,0.94087,0.94087,0.94087,0.94087,0.94087
0.20025,0.16287,0.48126,0.3835,0.7554,0.49107,0.6176,0.73838,0.83884,0.68152,0.7191,0.83884,0.81148,0.86841,0.90051,0.93556,0.90051,0.93556,0.90051,0.93556,0.93556,0.93556,0.93556,0.93556,0.93556,0.93556,0.93556,0.93556
0.44127,0.25973,0.4112,0.59729,0.54164,0.65156,0.71542,0.65734,0.69241,0.7285,0.83931,0.77014,0.83931,0.83931,0.83931,0.86373,0.8897,0.91743,0.91743,0.91743,0.8897,0.91743,0.91743,0.91743,0.91743,0.91743,0.91743,0.91743
0.099182,0.24986,0.42878,0.34469,0.55528,0.63055,0.67349,0.68774,0.68282,0.81417,0.87092,0.82784,0.86625,0.82876,0.87092,0.87092,0.89357,0.9174,0.9174,0.9174,0.9174,0.9174,0.9174,0.9174,0.9174,0.9174,0.9174,0.9174
-0.060295,0.34297,0.26518,0.31506,0.37889,0.53822,0.69307,0.73523,0.78578,0.71095,0.85531,0.78607,0.81853,0.82236,0.82399,0.81853,0.89504,0.87454,0.91641,0.90675,0.91641,0.91641,0.91641,0.91641,0.91641,0.91641,0.91641,0.91641
0.24151,0.3319,0.27804,0.30694,0.51702,0.51269,0.62291,0.59386,0.65643,0.76695,0.76136,0.76865,0.82548,0.84593,0.83873,0.85663,0.83873,0.85663,0.89419,0.91393,0.91393,0.91393,0.91393,0.91393,0.91393,0.91393,0.91393,0.91393
0.14778,-0.016477,0.37363,0.40606,0.33905,0.4464,0.49703,0.55231,0.56258,0.62718,0.63509,0.86657,0.7992,0.7794,0.7595,0.8305,0.86509,0.8452,0.86509,0.90161,0.8831,0.90161,0.90161,0.90161,0.90161,0.90161,0.90161,0.87337
0.05798,0.30112,0.32059,0.27071,0.25996,0.48483,0.45085,0.50764,0.6032,0.68034,0.69172,0.72012,0.83881,0.8769,0.82713,0.84136,0.84385,0.86095,0.86095,0.89632,0.89632,0.89632,0.89632,0.89632,0.89632,0.89632,0.89632,0.87842
0.16232,0.22572,0.27982,0.27431,0.30468,0.3353,0.47279,0.52215,0.60134,0.67907,0.62114,0.66103,0.78598,0.83583,0.82481,0.83355,0.81697,0.81697,0.86763,0.88516,0.88516,0.88516,0.88516,0.86763,0.88516,0.88516,0.88516,0.88516
