0.43809,0.6227,0.88976,0.88976,0.90805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.30151,0.42857,0.33219,0.68825,0.75794,0.88465,0.88889,1,1,1,1,1,1,1,1,1,1,1,1,1
0.14003,0.14003,0.34007,0.54612,0.60142,0.60142,0.87905,1,0.83688,0.92822,0.96253,1,1,1,1,1,1,1,1,1
0.20101,0.20517,0.40825,0.35173,0.40825,0.50529,0.58977,0.77311,0.66667,0.93704,0.96978,0.96978,1,1,1,1,1,1,1,1
0.17408,0.082479,0.24744,0.39736,0.39736,0.47519,0.57735,0.43759,0.57735,0.86603,0.97402,0.97402,1,1,1,1,1,1,1,1
0.15352,0.14071,0.26864,0.14071,0.41908,0.45044,0.35044,0.3118,0.48038,0.73981,0.83485,0.97669,1,1,0.97669,1,1,1,1,1
-0.07375,-0.0061452,0.17118,0.20879,0.27817,0.21644,0.27817,0.38437,0.48942,0.50324,0.59476,0.7868,1,1,0.9784,1,1,1,1,1
0.12309,0.095728,0.17496,0.17496,0.21539,0.14583,0.40825,0.33601,0.43532,0.36533,0.49415,0.74485,0.84017,1,1,1,1,1,1,1
0.11111,0.11111,0.19467,0.19467,0.15793,0.14574,0.32601,0.40825,0.40825,0.36851,0.38867,0.67235,0.7584,1,1,0.98004,1,1,1,1
0.1005,0.14286,0.14286,0.13765,0.27435,0.13765,0.17586,0.31449,0.36927,0.43644,0.40347,0.56195,0.62361,0.70181,1,1,1,1,1,1
