0.43809,0.22863,0.43809,0.43809,0.6227,0.6227,0.6227,0.6227,0.6227,0,0,0.6227,0
0.43809,0.43809,0.43809,0.29496,0.6227,0.4976,0.4976,0.4976,0.4976,0,0,0,0.65561
0.43809,0.22863,0.43809,0.43809,0.43809,0.43809,0,0.43809,0.43809,0,0.43809,0,0
0.43809,0.29496,0.6227,0.6227,0.6227,0.6227,0.6227,0.6227,0.6227,0,0,0.6227,0
0.43809,0.43809,0.43809,0.43809,0.43809,0.43809,0.43809,0.43809,0.6227,0,0,0,0.4976
0.43809,0.29496,0.43809,0.22863,0.43809,0.43809,0.43809,0.43809,0.29496,0,0,0.29496,0.29496
0.39781,0.20241,0.39781,0.39781,0.56544,0.56544,0,0.56544,0.69609,0,0,0.56544,0
0.39781,-0.025392,0.26468,0.37819,0.56544,0.52165,0.56544,NaN,NaN,0,0,NaN,0.80795
0.39781,0.20241,0.39781,0.39781,0.39781,0.39781,0,0.39781,0.39781,0,0,0.39781,0.39781
0.39781,0.26468,0.56544,0.56544,0.56544,0.56544,0.56544,0.56544,0.56544,0,0,0.56544,0.56544
0.39781,0.26468,0.39781,0.20241,0.39781,0.39781,0,0.39781,0.26468,0,0,0.26468,0.26468
0.36633,0.18151,0.36633,0.36633,0.52071,0.52071,0,0.52071,0.52071,0,0,0,0.52071
0.36633,-0.027573,0.24076,0.34401,0.52071,0.47655,0.52071,NaN,NaN,0,0,NaN,0
0.36633,0.52071,0.52071,0.36633,0.36633,0.24076,0.52071,0.52071,0.52071,0,0.52071,0.52071,0.52071
0.36633,0.24076,0.36633,0.18151,0.36633,0.36633,0,0.36633,0.24076,0.24076,0,0.24076,0
0.34082,-0.029637,0.22116,0.31601,0.48445,0.43973,0,NaN,NaN,0,0,NaN,0
0.34082,0.48445,0.48445,0.34082,0.34082,0.22116,0.48445,0.48445,0.48445,0.48445,0,0,0.48445
0.34082,0.22116,0.34082,0.16422,0.34082,0.34082,0,0.34082,0.22116,0,0,0,0
0.31958,0.20467,0.31958,0.14953,0.31958,0.31958,0.31958,0.31958,0.20467,0,0.35437,0.20467,0.20467
0.30151,0.19048,0.33219,0.30151,0.33219,0.33219,0.42857,0.42857,0.42857,0,NaN,NaN,NaN
0.30151,-0.033501,0.19048,0.27217,0.42857,0.38236,0.42857,NaN,NaN,0,0,0,0
0.30151,0.19048,0.42857,0.42857,0.42857,0.42857,0,0.42857,0.42857,0,0,0.42857,0
0.30151,0.42857,0.42857,0.30151,0.30151,0.19048,0.42857,0.42857,0.42857,0,0,0.42857,0.42857
0.27217,-0.037113,0.16705,0.2387,0.38686,0.33887,0.38686,NaN,NaN,0,0,0,0
0.27217,0.16705,0.27217,0.11545,0.27217,0.27217,0,0.27217,0.16705,0.16705,0,0,NaN
0.26,0.15717,0.26,0.10633,0.26,0.26,0.26,0.26,0.15717,0.15717,0,NaN,NaN
0.2491,0.14821,0.2491,0.35407,0.26693,0.35407,0.35407,0.35407,NaN,0,0,NaN,NaN
0.2491,0.2491,0.2491,0.35407,0.35407,0.35407,0,0.35407,0.35407,0,0,0,0.35407
0.23925,0.14003,0.23925,0.23925,0.34007,0.34007,0,0.34007,NaN,NaN,0,NaN,NaN
0.23925,0.23925,0.23925,0.34007,0.34007,0.34007,0.34007,0.34007,0.34007,0,0,0.34007,0
0.23028,0.13249,0.23028,0.23028,0.32733,0.32733,0.32733,0.32733,NaN,0,0,NaN,NaN
0.22207,0.22207,0.22207,0.31566,0.31566,0.31566,0.31566,0.31566,0.31566,0.31566,0,0.31566,0
0.21451,0.11899,0.30491,0.30491,0.22277,NaN,0.30491,NaN,NaN,NaN,0,NaN,NaN
0.20751,0.11289,0.29496,0.29496,0.21368,NaN,0,NaN,NaN,NaN,0,NaN,NaN
0.20101,0.10714,0.28571,0.28571,0.20517,NaN,0,NaN,NaN,0,0,0,0
0.20101,0.20101,0.20101,0.28571,0.28571,0.28571,0.28571,0.28571,0.058621,0.28571,0,NaN,0.22942
0.15352,0.21822,0.21822,0.21822,0.21822,0.20045,NaN,0.26864,0.26864,0,0,NaN,0
0.14994,0.21313,0.21313,0.21313,0.21313,0.1942,0,0.26237,0.26237,0.26237,0,NaN,0
0.14003,0.19904,0.19904,0.19904,0.19904,NaN,0,0.24502,0.24502,NaN,NaN,NaN,NaN
0.13696,0.19468,0.19468,0.19468,0.19468,NaN,0.23966,0.23966,0.23966,NaN,0,0,NaN
0.13401,0.19048,0.19048,0.19048,0.19048,0.19048,0.23448,0.23448,0.23448,0,0,NaN,NaN
