0.14562,0.61358,0.78677,0.78677,0.75146,0.95211,0.90697,0.90472,0.90472,0.94375,0.65192,0.94375,0.80838,0.95211,0.94375,0.95211,0.90472,0.95211,0.95211,0.95211,0.95211,0.95211,0.94375,0.95211,0.95211,0.95211,0.95211,0.95211
-0.055155,0.52444,0.42921,0.44875,0.77251,0.84316,0.8109,0.91324,0.77042,0.94177,0.86576,0.88374,0.83195,0.89479,0.87048,0.74763,0.94177,0.88793,0.93132,0.94087,0.94177,0.69489,0.93132,0.90994,0.92838,0.94177,0.94087,0.92741
0.2811,0.44081,0.41988,0.64147,0.65947,0.52536,0.84263,0.76025,0.85849,0.85378,0.92936,0.79297,0.82002,0.68974,0.86462,0.83585,0.94083,0.89284,0.7787,0.93284,0.8301,0.89474,0.9078,0.93387,0.7087,0.89098,0.86311,0.8772
-0.046102,0.28365,0.48797,0.56746,0.49085,0.69067,0.54141,0.90342,0.70305,0.68516,0.81192,0.80685,0.83201,0.79199,0.79034,0.8717,0.78207,0.90743,0.7923,0.72084,0.81778,0.82708,0.71942,0.71982,0.74268,0.86143,0.90828,0.9127
0.11,-0.053233,0.29691,0.32228,0.51177,0.5719,0.5374,0.77811,0.67813,0.78985,0.78011,0.6873,0.72511,0.80381,0.85276,0.83294,0.82293,0.85398,0.66252,0.76368,0.80909,0.8006,0.79927,0.91456,0.91557,0.82664,0.8534,0.87234
-0.10551,0.20246,0.23306,0.44628,0.4375,0.66461,0.52231,0.68845,0.86276,0.66153,0.79639,0.68315,0.80002,0.80645,0.83427,0.72368,0.75413,0.88171,0.75722,0.72975,0.74001,0.91813,0.74327,0.83094,0.81462,0.8113,0.8191,0.77592
-0.0097198,0.006052,0.35519,0.44863,0.42551,0.53314,0.65196,0.70192,0.71743,0.68982,0.74925,0.70488,0.66723,0.67329,0.81971,0.7013,0.75092,0.7153,0.82603,0.71778,0.80514,0.78595,0.88004,0.86176,0.82453,0.80835,0.76184,0.74277
0.16167,-0.047381,0.134,0.14195,0.5423,0.34691,0.5359,0.5803,0.53722,0.61313,0.64156,0.75397,0.5941,0.70739,0.73089,0.68489,0.75683,0.80007,0.691,0.80996,0.75044,0.74406,0.84038,0.77701,0.77076,0.86779,0.80582,0.76396
0.0058175,0.090302,0.28108,0.28195,0.27842,0.35577,0.47183,0.65078,0.70413,0.67462,0.56595,0.74799,0.56688,0.80315,0.76563,0.7104,0.70651,0.79031,0.78035,0.74641,0.84573,0.73045,0.80486,0.81721,0.81898,0.75515,0.81554,0.80684
-0.059976,0.14217,0.086936,0.22029,0.26797,0.42205,0.585,0.51629,0.59597,0.56641,0.60863,0.6581,0.75261,0.64117,0.6355,0.71155,0.76376,0.76123,0.66742,0.77444,0.74544,0.74599,0.7505,0.77472,0.77674,0.78603,0.80292,0.82433
