NaN,NaN,NaN,0.6227,0.6227,0.6227,0.76657,0.76657,0.76657,0.76657,0.76657
NaN,0.43809,0.43809,0.6227,0.76657,0.76657,0.76657,0.76657,0.76657,0.76657,0.76657
NaN,NaN,NaN,0.43809,0.43809,0.43809,0.43809,0.29496,0.43809,0.43809,0.43809
0.43809,0.6227,0.6227,0.76657,0.76657,0.76657,0.76657,0.76657,0.76657,0.76657,0.76657
0.43809,0.43809,0.6227,0.6227,0.6227,0.6227,0.6227,0.6227,0.76657,0.6227,0.6227
0.43809,0.43809,0.6227,0.6227,0.6227,0.6227,0.6227,0.6227,0.6227,0.6227,0.6227
NaN,NaN,NaN,0.56544,0.56544,0.56544,0.56544,0.69609,0.69609,0.69609,0.69609
NaN,0.56544,0.56544,0.69609,0.80795,0.80795,0.80795,0.80795,0.80795,0.80795,0.80795
NaN,NaN,NaN,0.39781,0.39781,0.39781,0.39781,0.26468,0.39781,0.26468,0.39781
0.39781,0.56544,0.56544,0.69609,0.69609,0.69609,0.69609,0.69609,0.69609,0.69609,0.69609
0.39781,0.39781,0.56544,0.56544,0.56544,0.56544,0.56544,0.56544,0.56544,0.56544,0.56544
NaN,NaN,NaN,0.52071,0.52071,0.52071,0.52071,0.64101,0.64101,0.64101,0.64101
NaN,0.52071,0.52071,0.64101,0.74402,0.74402,0.74402,0.74402,0.74402,0.74402,0.74402
0.52071,0.52071,0.64101,0.64101,0.64101,0.64101,0.64101,0.64101,0.64101,0.64101,0.64101
0.36633,0.36633,0.52071,0.52071,0.52071,0.52071,0.52071,0.52071,0.52071,0.52071,0.64101
NaN,0.48445,0.48445,0.59638,0.69222,0.69222,0.69222,0.69222,0.69222,0.69222,0.69222
0.48445,0.48445,0.59638,0.59638,0.59638,0.59638,0.59638,0.69222,0.69222,0.69222,0.69222
0.34082,0.34082,0.48445,0.48445,0.48445,0.48445,0.59638,0.59638,0.59638,0.59638,0.69222
0.31958,0.31958,0.45426,0.45426,0.45426,0.45426,0.55921,0.55921,0.55921,0.55921,0.64907
0.30151,0.42857,0.42857,0.52759,0.52759,0.61237,0.68825,0.68825,0.75794,0.75794,0.75794
NaN,0.42857,0.42857,0.52759,0.61237,0.61237,0.61237,0.61237,0.61237,0.61237,0.61237
0.30151,0.42857,0.42857,0.61237,0.61237,0.61237,0.61237,0.61237,0.61237,0.61237,0.61237
0.42857,0.42857,0.61237,0.52759,0.61237,0.61237,0.61237,0.61237,0.68825,0.68825,0.75794
NaN,0.38686,0.38686,0.47624,0.55277,0.55277,0.55277,0.55277,0.55277,0.55277,0.55277
0.27217,0.27217,0.38686,0.38686,0.38686,0.47624,0.47624,0.47624,0.47624,0.48007,0.62234
0.26,0.26,0.36956,0.36956,0.36956,0.36956,0.45495,0.45495,0.45495,0.45705,0.52837
0.2491,0.35407,0.35885,0.50592,0.5686,0.62618,0.62618,0.62618,0.62618,0.62618,0.62618
0.35407,0.35407,0.35407,0.43587,0.43587,0.43587,0.50592,0.50592,0.50592,0.50482,0.62463
0.23925,0.34007,0.48591,0.54612,0.60142,0.65309,0.65309,0.65309,0.65309,0.65309,0.65309
0.34007,0.34007,0.34007,0.41864,0.41864,0.41864,0.48591,0.48591,0.48591,0.48349,0.59873
0.23028,0.32733,0.46771,0.52566,0.57888,0.62862,0.62862,0.62862,0.62862,0.62862,0.62862
0.31566,0.31566,0.31566,0.38859,0.38859,0.38859,0.45103,0.45103,0.45103,0.50187,0.55825
0.21451,0.37536,0.48966,0.53924,0.58557,0.62939,0.62939,0.62939,0.62939,0.62939,0.62939
0.20751,0.36311,0.47368,0.52165,0.56647,0.60886,0.60886,0.64933,0.60886,0.60886,0.64933
0.20101,0.35173,0.45883,0.50529,0.5487,0.58977,0.58977,0.62897,0.58977,0.58977,0.62897
0.20101,0.28571,0.28571,0.40825,0.45883,0.45883,0.45883,0.45883,0.50529,0.49762,0.54161
0.15352,0.3118,0.35044,0.38592,0.41908,0.45044,0.48038,0.48038,0.53702,0.52559,0.64169
0.14994,0.30454,0.34227,0.37693,0.40931,0.43994,0.46919,0.46919,0.5245,0.53963,0.62673
0.14003,0.2844,0.31964,0.352,0.41085,0.48982,0.5145,0.5145,0.56214,0.55049,0.55049
0.13696,0.27817,0.31264,0.3443,0.40186,0.4791,0.4791,0.50324,0.54984,0.53757,0.56093
0.13401,0.27217,0.30589,0.3658,0.41931,0.49237,0.51541,0.51541,0.56011,0.54796,0.60343
