0.15227,0.15227,0.64948,0.60806,0.66917,0.69456,0.62131,0.95211,0.69456,0.86456,0.83852,0.86456,0.86456,0.65528,0.79616,0.65528,0.79616,0.54137,0.51996,0.74073
0.23403,0.53716,0.31424,0.44778,0.7021,0.60493,0.57394,0.77731,0.7289,0.77731,0.757,0.69299,0.76993,0.75189,0.7174,0.7186,0.77731,0.64755,0.78778,0.57384
0.22198,0.29205,0.426,0.4221,0.6611,0.33818,0.59484,0.66296,0.62111,0.74673,0.76228,0.69962,0.6227,0.71249,0.81148,0.76981,0.76228,0.65059,0.68943,0.72369
0.25649,0.35673,0.67726,0.41959,0.46766,0.50123,0.52425,0.59823,0.64185,0.75946,0.69501,0.70463,0.69833,0.69218,0.76741,0.72308,0.73298,0.68436,0.65469,0.70177
0.10611,0.30234,0.53658,0.47111,0.42344,0.52159,0.49786,0.64488,0.51545,0.63833,0.65928,0.64095,0.71099,0.75119,0.75468,0.71029,0.70045,0.72782,0.56223,0.68618
0.232,0.35026,0.29231,0.24787,0.61813,0.34454,0.43346,0.57491,0.61449,0.47477,0.6453,0.71627,0.77442,0.70717,0.7679,0.63026,0.67356,0.72047,0.71786,0.61569
0.15588,0.24665,0.27953,0.5262,0.47072,0.47415,0.57269,0.62476,0.65236,0.63272,0.77399,0.60634,0.58673,0.73277,0.7218,0.67935,0.66014,0.58495,0.67966,0.72821
0.27001,0.3929,0.42272,0.27998,0.52279,0.42825,0.70452,0.45808,0.57978,0.45804,0.62333,0.69033,0.54685,0.70564,0.68974,0.74114,0.66799,0.6854,0.71931,0.8059
0.24169,0.44723,0.30395,0.47413,0.49069,0.42,0.65232,0.59427,0.6411,0.61807,0.60959,0.65812,0.66829,0.77306,0.74779,0.68863,0.59625,0.63788,0.68748,0.68487
0.15021,0.35498,0.28835,0.35302,0.4317,0.41118,0.50711,0.51907,0.65334,0.56074,0.60309,0.59073,0.73539,0.65785,0.66809,0.73464,0.70075,0.74397,0.73252,0.78693
