0.27217,0.75794,0.63892,0.90267,0.90267,0.90267,0.90267,0.82616,0.82616,0.90267,0.90267,0.90267,0.90267
0.42857,0.27217,0.75794,0.75794,0.71146,0.66667,0.71146,0.66667,0.76376,1,0.76376,1,1
0.27217,0.42857,0.42857,0.39318,0.90267,0.82616,0.90267,0.76376,0.90267,0.90267,0.71146,0.90267,1
0.27217,0.42857,1,NaN,NaN,NaN,1,1,1,1,1,1,1
0.2387,0.68417,0.57169,1,1,1,1,0.91524,0.91524,1,1,1,1
0.55277,0.38686,0.55277,0.57169,1,0.84611,0.78817,0.91524,1,1,0.73855,1,1
0.21178,0.62618,0.5184,1,1,1,0.92447,0.92447,0.92447,0.92447,0.92447,0.92447,1
0.35407,0.35407,1,0.50592,0.80695,0.75972,0.75972,0.71799,0.80695,1,0.92447,1,1
0.50592,0.35407,0.62618,0.73086,1,0.86116,0.75972,0.71799,0.68068,0.75972,0.68068,0.86116,0.86116
NaN,0.57888,0.84611,1,1,1,1,0.93152,0.87287,0.87287,0.87287,0.93152,0.93152
0.46771,0.32733,0.57888,0.47457,0.92447,0.87287,0.77664,0.69009,0.77664,0.77664,0.66667,0.34168,0.53452
0.43568,0.30491,0.53924,0.53924,0.78952,0.93704,0.83374,0.67174,0.71568,0.75131,0.52856,0.33628,0.59846
-0.071429,0.40825,0.80695,0.66667,0.73649,0.88976,0.84353,0.76376,0.84353,0.88976,0.94147,1,1
-0.075869,0.38435,0.75972,0.62765,0.69009,0.88345,0.94507,0.77418,0.70811,0.85163,0.89597,1,1
0.38435,0.26899,0.47572,0.47572,0.54675,0.75653,0.88345,0.70589,0.73994,0.73994,0.51025,0.36432,0.55277
0.36324,0.25422,0.43707,0.59317,0.65713,0.77664,0.77664,0.77268,0.62132,0.56195,0.40334,0.24526,0.28098
0.22116,0.15478,0.17158,0.43715,0.47287,0.60886,0.57542,0.64223,0.63936,0.75359,0.46148,0.34082,0.43243
0.12663,0.12663,0.11287,0.32733,0.38686,0.49812,0.47076,0.55277,0.65643,0.71511,0.56408,0.23028,0.28502
0.11664,0.11664,0.13608,0.30151,0.35635,0.45883,0.40825,0.53452,0.70275,0.75,0.61237,0.25,0.30943
0.10714,0.10714,0.11111,0.27696,0.32733,0.42146,0.35139,0.49099,0.63822,0.74846,0.74927,0.27217,0.33686
0.10253,0.10253,0.056025,0.26504,0.31325,0.40334,0.38118,0.46987,0.61077,0.79287,0.78295,0.2844,0.352
0.14003,0.097999,0.085749,0.25332,0.29939,0.3855,0.36432,0.47059,0.58376,0.80614,0.81918,0.29756,0.42986
0.13363,0.093522,0.072739,0.24175,0.28571,0.36788,0.34768,0.44909,0.55709,0.73855,0.95258,0.3118,0.45044
0.12729,0.089087,0.059391,0.23028,0.27217,0.35044,0.3118,0.42779,0.53067,0.70353,0.95258,0.32733,0.47287
0.12099,0.084678,0.045596,0.21889,0.2587,0.3331,0.29637,0.40662,0.50441,0.66871,0.89605,0.34437,0.49749
