0.038643,0.81399,0.69989,0.83694,0.83694,0.83694,0.83694,0.70815,0.766,0.766
0.38807,0.12303,0.2782,0.75828,0.39052,0.58194,0.58194,0.61812,0.65965,0.83694
0.43658,0.49229,0.072912,0.42282,0.641,0.766,0.55679,0.58194,0.766,0.58194
0.038643,0.21819,0.80386,NaN,NaN,NaN,0.77897,0.92718,0.92718,0.92718
0.020691,0.5524,0.59423,0.93821,0.93821,0.85869,0.93821,0.85869,0.79384,0.85869
0.32931,0.17025,0.1779,0.93821,0.68011,0.61653,0.73947,0.73947,0.79384,0.73947
0.21546,0.67843,0.68759,0.93914,0.93914,0.93914,0.93914,0.86821,0.86821,0.86821
0.49423,0.25896,0.74208,0.93914,0.93914,0.93914,0.93914,0.93914,0.93914,0.93914
0.30106,0.28203,0.21726,0.93914,0.86821,0.71348,0.71348,0.63926,0.71348,0.55237
-0.083882,0.53069,0.58437,0.87978,0.94446,0.94446,0.94446,0.82439,0.82439,0.73351
0.5898,0.25314,0.5471,0.94446,0.94446,0.94446,0.82439,0.94446,0.94446,0.82439
0.29378,0.50833,0.54264,0.647,0.64403,0.80297,0.78854,0.71057,0.71057,0.49991
0.32324,0.44262,0.72826,0.72315,0.70886,0.88481,0.75905,0.75905,0.72149,0.80065
-0.070963,0.26462,0.46825,0.52324,0.70142,0.8625,0.85454,0.77004,0.73353,0.73353
0.45704,0.62596,0.46625,0.56216,0.65705,0.77448,0.79673,0.70002,0.60759,0.66638
0.15714,0.19392,0.42787,0.47445,0.51178,0.51178,0.51178,0.65665,0.57917,0.52566
0.2883,0.082315,0.31053,0.42065,0.46134,0.63808,0.67839,0.70712,0.77799,0.6091
0.26331,0.10022,0.27474,0.27944,0.37463,0.50672,0.51548,0.677,0.82027,0.63785
0.076205,0.21169,0.24424,0.41851,0.44596,0.49207,0.55984,0.65066,0.7406,0.76045
0.11804,0.086983,0.11525,0.30543,0.2986,0.3735,0.34226,0.2972,0.38674,0.49484
0.11658,0.10913,0.0038482,0.25851,0.28533,0.29865,0.2131,0.2748,0.41475,0.58491
-0.020981,-0.010768,0.14884,0.22749,0.24599,0.33138,0.40983,0.40031,0.41844,0.62537
0.071916,-0.052724,0.01969,0.074114,0.20315,0.22397,0.26051,0.43842,0.625,0.71207
0.047025,0.34502,0.046511,0.1976,0.20461,0.14385,0.14717,0.24852,0.33091,0.54176
0.13721,0.31268,0.14354,0.087036,0.013403,0.10757,-0.013371,0.22137,0.24814,0.40799
