0.43809,0.57895,1,0.90805,1,1,1,1,1,0.90805,0.90805,1,1,1,1,0.90805,1,1,1,1
0.30151,0.38236,0.44444,0.41548,0.94346,0.84162,0.94815,0.94815,0.94815,0.94815,0.94815,0.94815,0.94815,0.94815,0.94815,0.94815,0.94815,0.94815,0.94815,0.94815
0.23925,0.24764,0.25933,0.79904,0.92157,0.96253,1,0.92822,0.92157,0.96253,1,0.96253,0.92822,0.96253,0.96253,0.96253,0.92822,0.96253,0.96253,0.96253
0.20101,0.18948,0.49762,0.32733,0.75,0.8125,0.8125,1,0.71374,0.94147,0.96978,0.96978,0.94147,0.94147,0.96978,0.96978,0.96978,0.96978,0.96978,0.94147
-0.058026,0.18543,0.3405,0.4613,0.69293,0.62667,0.81111,0.71077,0.89333,0.89732,1,0.97402,0.94933,0.94933,0.94933,0.97402,0.94933,0.94933,0.94933,0.97402
0.15352,0.20215,0.45044,0.42977,0.64169,0.70589,0.78388,0.66667,0.6877,0.97669,0.95431,0.97669,0.95431,0.93281,0.95431,0.97669,0.95431,0.95431,0.93281,0.95431
0.13696,-0.09711,0.32458,0.27742,0.59476,0.57656,0.55078,0.69231,0.69231,0.9784,0.95752,0.95752,0.95752,0.93731,0.95752,0.95752,0.95752,0.9784,0.9784,0.95752
-0.082061,0.18732,0.28592,0.38945,0.47884,0.43707,0.65997,0.45077,0.89559,0.83333,0.85496,0.9595,0.9595,0.9595,0.9595,0.9595,0.9595,0.9595,0.9595,0.9595
0.11111,0.069171,0.25191,0.40825,0.42767,0.40202,0.60948,0.62912,0.55378,0.87879,0.98004,0.98004,0.98004,0.94147,0.98004,0.96054,0.98004,0.98004,0.98004,0.96054
0.1005,0.16843,0.31449,0.36927,0.42008,0.41737,0.56195,0.52372,0.66667,0.60193,0.82016,0.86155,0.9802,0.9417,0.9802,0.9802,0.9802,0.9802,0.96077,0.9802
