0.59729,0.42047,0.33227,0.2781,0.45455,0.83149,0.58133,0.80343,0.69456,0.95211,0.65192,0.69456,0.64863,0.86456,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.86456,0.95211,0.86456
-0.03152,0.34267,0.23254,0.20957,0.76998,0.59459,0.72214,0.711,0.59065,0.77731,0.72214,0.74658,0.66971,0.78778,0.77731,0.89209,0.94087,0.89209,0.94087,0.94087,0.94087,0.87299,0.89209,0.89209,0.94087,0.94087,0.94087,0.94087
-0.0395,0.35503,0.34994,0.54785,0.60574,0.55321,0.55419,0.75917,0.73028,0.71391,0.77826,0.76228,0.60095,0.7191,0.7191,0.78603,0.93556,0.81148,0.93556,0.93556,0.93556,0.93556,0.93556,0.93556,0.93556,0.93556,0.93556,0.93556
-0.046102,0.054755,0.39419,0.3865,0.5467,0.55671,0.65827,0.80275,0.79886,0.7365,0.75035,0.72075,0.73558,0.66868,0.71775,0.77387,0.86373,0.8897,0.8897,0.91743,0.91743,0.91743,0.91743,0.91743,0.91743,0.91743,0.91743,0.91743
0.24488,0.26751,0.36025,0.32863,0.50631,0.62335,0.56211,0.65145,0.59086,0.68365,0.82816,0.72291,0.69502,0.72106,0.75119,0.73819,0.72181,0.89357,0.89357,0.9174,0.9174,0.9174,0.9174,0.9174,0.9174,0.9174,0.9174,0.89357
0.20358,0.28618,0.33603,0.4601,0.5,0.58171,0.54947,0.65278,0.6866,0.69243,0.75075,0.75789,0.70932,0.63785,0.78283,0.78584,0.78283,0.85483,0.91641,0.91641,0.91641,0.91641,0.91641,0.91641,0.91641,0.91641,0.91641,0.91641
0.19288,0.12188,0.3882,0.43133,0.27111,0.48438,0.61578,0.65464,0.71829,0.70722,0.73665,0.80012,0.84545,0.84884,0.77214,0.82137,0.8045,0.8045,0.91393,0.91393,0.91393,0.91393,0.91393,0.91393,0.91393,0.91393,0.91393,0.91393
0.14778,0.13769,0.24571,0.4353,0.34405,0.32541,0.51536,0.47668,0.62656,0.67352,0.69824,0.80458,0.78146,0.80824,0.78705,0.78872,0.82829,0.85311,0.8831,0.86879,0.90161,0.90161,0.90161,0.90161,0.90161,0.90161,0.89219,0.90161
0.032381,0.14286,0.2613,0.35177,0.33761,0.31245,0.41885,0.521,0.61242,0.62635,0.74016,0.772,0.69986,0.82984,0.85197,0.7505,0.75656,0.86095,0.89632,0.89632,0.89632,0.89632,0.89632,0.89632,0.89632,0.89632,0.89632,0.89632
0.005149,0.26599,0.22128,0.15962,0.45543,0.36726,0.57824,0.5179,0.58349,0.5542,0.55464,0.64784,0.80367,0.74572,0.85224,0.81221,0.79921,0.85043,0.86763,0.88516,0.88516,0.88516,0.88516,0.88516,0.88516,0.88516,0.88516,0.88516
