-0.031204,0.40795,0.79616,0.74073,0.46817,0.65528,0.62131,0.86456,0.65528,0.79616,0.80838,0.79616,0.95211,0.65528,0.74073,0.69456,0.74073,0.74073,0.74073,0.69456,0.79616,0.74073,0.74073,0.74073,0.74073,0.74073,0.74073,0.79616
-0.03152,0.36495,0.43028,0.36539,0.8493,0.65071,0.65071,0.77731,0.81133,0.7186,0.72214,0.7186,0.87424,0.78778,0.74952,0.74658,0.81133,0.76411,0.81133,0.7186,0.81133,0.81133,0.74658,0.67434,0.81133,0.81133,0.77731,0.77731
-0.0395,0.19366,0.4702,0.53961,0.62549,0.49447,0.68675,0.6849,0.64047,0.70587,0.76228,0.77964,0.67549,0.76228,0.73305,0.7963,0.75481,0.70842,0.72136,0.72369,0.74002,0.80492,0.90051,0.79793,0.7963,0.7963,0.72136,0.83516
-0.046102,0.30244,0.52578,0.4679,0.42321,0.52114,0.52895,0.59823,0.69536,0.76749,0.71775,0.75426,0.73575,0.71037,0.76741,0.69926,0.73298,0.81629,0.74582,0.69872,0.7055,0.66548,0.63416,0.71344,0.73565,0.77387,0.81629,0.78467
-0.053233,0.18747,0.21027,0.29602,0.46927,0.60035,0.52824,0.64197,0.5507,0.65528,0.64494,0.59405,0.74472,0.68456,0.75742,0.76386,0.75332,0.72782,0.63824,0.76012,0.80907,0.79353,0.79021,0.78119,0.78119,0.74435,0.80694,0.76495
-0.060295,0.15776,0.14978,0.3116,0.54928,0.50628,0.56682,0.60687,0.66342,0.55442,0.62664,0.69573,0.79349,0.72674,0.80552,0.65444,0.68691,0.81756,0.78812,0.63654,0.6914,0.85483,0.68349,0.77124,0.73817,0.7516,0.76046,0.73898
-0.067402,-0.036052,0.22509,0.21673,0.47062,0.46584,0.57981,0.68024,0.69213,0.59023,0.77395,0.60332,0.6401,0.75284,0.73872,0.69729,0.73713,0.64048,0.8045,0.72821,0.82137,0.77891,0.85014,0.81532,0.81542,0.75751,0.80726,0.77415
0.092939,-0.08576,0.056365,0.15969,0.45647,0.35413,0.52455,0.61042,0.64047,0.54456,0.6589,0.74927,0.54999,0.68164,0.71679,0.69642,0.69635,0.78421,0.71496,0.84283,0.74681,0.7872,0.81039,0.70239,0.73738,0.81615,0.78141,0.76556
0.083942,0.09623,0.29984,0.17176,0.35776,0.3198,0.43715,0.62179,0.63099,0.57936,0.63462,0.71588,0.62526,0.79131,0.6988,0.61003,0.67956,0.70228,0.72108,0.71846,0.80811,0.78259,0.80065,0.75225,0.75717,0.77788,0.80033,0.80913
0.075956,0.10154,0.25259,0.25276,0.17813,0.28772,0.50957,0.52099,0.57113,0.54073,0.68068,0.63133,0.80621,0.63294,0.66235,0.7528,0.74496,0.76001,0.63927,0.77885,0.69512,0.70054,0.78285,0.78778,0.8043,0.79012,0.80967,0.77828
