0,0,0,0,0.6227,0,0,0,0,0.76657,0,0,0,0.6227
0,0,0,0,0.76657,0,0,0,0,0.76657,0,0,0,0.76657
0,0,0,0,0.43809,0,0,0,0,0.43809,0,0,0,0.43809
0,0,0,0,0.32062,0,0,0,0,0.22942,0,0,0,0.2508
0,0,0,0,0.10148,0,0,0,0,0.13137,0,0,0,0.16062
0,0,0,0,0.6227,0,0,0,0,0.29672,0,0,0,0.36842
0,0,0,0,0.56544,0,0,0,0,0.69609,0,0,0,0.56544
0,0,0,0,0.56544,0,0,0,0,0.59082,0,0,0,0.71485
0,0,0,0,0.39781,0,0,0,0,0.39781,0,0,0,0.26468
0,0,0,0,0.27796,0,0,0,0,0.17988,0,0,0,0.21044
0,0,0,0,0.56544,0,0,0,0,0.42578,0,0,0,0.52165
0,0,0,0,0.52071,0,0,0,0,0.64101,0,0,0,0.52071
0,0,0,0,0.52071,0,0,0,0,0.53917,0,0,0,0.65638
0,0,0,0,0.16984,0,0,0,0,0.14722,0,0,0,0.16684
0,0,0,0,0.52071,0,0,0,0,0.38556,0,0,0,0.42578
0,0,0,0,0.48445,0,0,0,0,0.49697,0,0,0,0.60886
0,0,0,0,0.036064,0,0,0,0,0.11946,0,0,0,0.13906
0,0,0,0,0.48445,0,0,0,0,0.3525,0,0,0,0.39113
0,0,0,0,0.45426,0,0,0,0,0.32458,0,0,0,0.36195
0,0,0,0,0.16984,0,0,0,0,0.2446,0,0,0,0.76178
0,0,0,0,0.42857,0,0,0,0,0.39318,0,0,0,0.5353
0,0,0,0,0.1685,0,0,0,0,0.15549,0,0,0,0.19088
0,0,0,0,0.12812,0,0,0,0,0.15549,0,0,0,0.17843
0,0,0,0,0.38686,0,0,0,0,0.38112,0,0,0,0.48007
0,0,0,0,0.38686,0,0,0,0,0.50173,0,0,0,0.50173
0,0,0,0,0.36956,0,0,0,0,0.47665,0,0,0,0.47665
0,0,0,0,0.18682,0,0,0,0,0.23056,0,0,0,0.086459
0,0,0,0,0.057639,0,0,0,0,0.23056,0,0,0,0.20315
0,0,0,0,0.031327,0,0,0,0,0.26472,0,0,0,0.11493
0,0,0,0,0.046676,0,0,0,0,0.21004,0,0,0,0.18254
0,0,0,0,0.020923,0,0,0,0,0.24377,0,0,0,0.097455
0,0,0,0,0.026622,0,0,0,0,0.17304,0,0,0,0.14524
0,0,0,0,0.12551,0,0,0,0,0.25385,0,0,0,0.10239
0,0,0,0,0.1149,0,0,0,0,0.2966,0,0,0,0.14563
0,0,0,0,0.10483,0,0,0,0,0.27761,0,0,0,0.12878
0,0,0,0,0.083333,0,0,0,0,0.14257,0,0,0,0.23094
0,0,0,0,0.11856,0,0,0,0,0.28571,0,0,0,0.19027
0,0,0,0,0.10988,0,0,0,0,0.31613,0,0,0,0.21934
0,0,0,0,0.13628,0,0,0,0,0.12481,0,0,0,0.2146
0,0,0,0,0.12689,0,0,0,0,0.12585,0,0,0,0.19842
0,0,0,0,0.11768,0,0,0,0,0.12793,0,0,0,0.20934
