0,0,0,0,0.76657,0,0,0,0,0.76657,0,0,0,0.88976
0,0,0,0,0.76657,0,0,0,0,0.76657,0,0,0,0.76657
0,0,0,0,0.6227,0,0,0,0,0.88976,0,0,0,0.88976
0,0,0,0,0.1719,0,0,0,0,0.19338,0,0,0,0.15673
0,0,0,0,0.047752,0,0,0,0,0.092675,0,0,0,0.41976
0,0,0,0,1,0,0,0,0,0.54612,0,0,0,0.68825
0,0,0,0,0.69609,0,0,0,0,0.69609,0,0,0,0.80795
0,0,0,0,1,0,0,0,0,0.44949,0,0,0,0.50909
0,0,0,0,0.56544,0,0,0,0,0.80795,0,0,0,0.80795
0,0,0,0,0,0,0,0,0,0.15381,0,0,0,0.13824
0,0,0,0,0.90805,0,0,0,0,0.60142,0,0,0,0.75794
0,0,0,0,0,0,0,0,0,0.64101,0,0,0,0.74402
0,0,0,0,0,0,0,0,0,0.4046,0,0,0,0.64144
0,0,0,0,0.019297,0,0,0,0,0.12945,0,0,0,0.3429
0,0,0,0,0.83621,0,0,0,0,0.54332,0,0,0,0.69241
0,0,0,0,0.85676,0,0,0,0,0.36756,0,0,0,0.59239
0,0,0,0,0.0045372,0,0,0,0,0.25538,0,0,0,0.28957
0,0,0,0,0.77799,0,0,0,0,0.4955,0,0,0,0.72098
0,0,0,0,0.7295,0,0,0,0,0.45505,0,0,0,0.7441
0,0,0,0,0,0,0,0,0,0.71146,0,0,0,0.79349
0,0,0,0,0.75794,0,0,0,0,0.30895,0,0,0,0.47755
0,0,0,0,0.069382,0,0,0,0,0.10639,0,0,0,0.097607
0,0,0,0,-0.020515,0,0,0,0,0.20293,0,0,0,0.25332
0,0,0,0,0.68417,0,0,0,0,0.26358,0,0,0,0.49237
0,0,0,0,0.62126,0,0,0,0,0.62051,0,0,0,0.81061
0,0,0,0,0.59349,0,0,0,0,0.58709,0,0,0,0.77229
0,0,0,0,0,0,0,0,0,0.043187,0,0,0,0.048947
0,0,0,0,-0.07027,0,0,0,0,0.41787,0,0,0,0.33725
0,0,0,0,0.07264,0,0,0,0,0.11227,0,0,0,0.075007
0,0,0,0,-0.079111,0,0,0,0,0.38947,0,0,0,0.3058
0,0,0,0,0.059745,0,0,0,0,0.092342,0,0,0,0.098427
0,0,0,0,-0.095783,0,0,0,0,0.33866,0,0,0,0.249
0,0,0,0,-0.081525,0,0,0,0,0.066837,0,0,0,0.095637
0,0,0,0,-0.088801,0,0,0,0,0.049952,0,0,0,0.12488
0,0,0,0,-0.09588,0,0,0,0,0.033787,0,0,0,0.15309
0,0,0,0,-0.057639,0,0,0,0,0.31534,0,0,0,0.22662
0,0,0,0,-0.23015,0,0,0,0,0.11038,0,0,0,0.044544
0,0,0,0,-0.23564,0,0,0,0,0.099581,0,0,0,0.042932
0,0,0,0,0.12592,0,0,0,0,0.18645,0,0,0,0.25332
0,0,0,0,0,0,0,0,0,0.17079,0,0,0,0.27255
0,0,0,0,-0.0097702,0,0,0,0,0.12793,0,0,0,0.23852
