-0.021953,0.16441,0.80343,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.95211,0.86456,0.86456,0.86456
-0.03152,-0.086043,0.50705,0.66303,0.80043,0.89209,0.81864,0.94087,0.94087,0.87191,0.94087,0.89209,0.89209,0.94087,0.94087,0.89209,0.89209,0.89209,0.89209,0.89209
-0.0395,-0.033104,-0.057952,0.5656,0.73053,0.66627,0.83516,0.86841,0.83372,0.77242,0.83884,0.81148,0.86841,0.83884,0.86841,0.83884,0.83884,0.83884,0.83884,0.86841
-0.046102,-0.045651,-0.087399,0.043375,0.30716,0.61373,0.70203,0.72463,0.68178,0.71121,0.76333,0.73001,0.79451,0.77387,0.75035,0.77069,0.79451,0.83931,0.79451,0.81629
-0.053233,-0.021231,-0.040521,0.050188,-0.013304,0.51023,0.71347,0.77598,0.73212,0.7355,0.79021,0.76819,0.74667,0.79021,0.77974,0.79914,0.80907,0.82876,0.87092,0.82876
-0.060295,-0.021428,-0.062985,0.02042,0.017319,0.046009,0.59626,0.65276,0.65391,0.73959,0.79799,0.75513,0.76838,0.76768,0.7895,0.80764,0.81756,0.80872,0.87454,0.81397
-0.067402,-0.061325,-0.10312,-0.014417,-0.0098732,0.062767,0.10008,0.41854,0.67101,0.78296,0.78269,0.68882,0.74965,0.77346,0.77416,0.83051,0.81876,0.81876,0.83766,0.80963
0.092939,-0.027722,-0.027328,0.038695,0.02902,0.074588,0.14815,0.20237,0.73013,0.70877,0.74192,0.69993,0.7517,0.76733,0.77699,0.79877,0.82817,0.82231,0.86509,0.83633
0.083942,0.054173,0.038402,0.083021,0.059499,0.13249,0.18012,0.26408,0.20598,0.49769,0.71693,0.74514,0.77306,0.79794,0.8097,0.79447,0.84385,0.81703,0.81598,0.84199
0.075956,0.055913,0.034284,0.082604,0.065422,0.098271,0.11574,0.21255,0.16388,0.12416,0.72931,0.79614,0.74889,0.71362,0.78518,0.70919,0.81487,0.82605,0.75854,0.79914
